meterName,meterNo,dateTime,importActiveEnergyT,currentA,currentB,currentC,voltageL12,voltageL23,voltageL31,voltageA,voltageB,voltageC,activePowerT,activePowerA,activePowerB,activePowerC,powerFactorA,powerFactorB,powerFactorC,powerFactorT
MSB-1,57,2025-05-17 14:30:00,14428288.600,1.616,1.822,1.656,411.020,412.500,413.800,239.240,238.140,240.460,1.169,0.371,0.420,0.379,0.959,0.968,0.951,0.959
SSB-EG,2,2025-05-17 14:30:00,34540.064,14.209,nan,nan,413.830,nan,418.458,nan,nan,241.984,nan,0.000,0.386,nan,nan,0.891,0.985,nan
SSB-G,1,2025-05-17 14:30:00,8810.786,11.403,8.879,1.655,414.564,416.122,415.545,239.670,239.374,241.519,4.974,2.597,2.032,0.345,0.950,0.956,0.864,nan
SSB-E2A,3,2025-05-17 14:30:00,31306.448,18.495,20.441,2.465,413.713,415.339,415.576,239.710,239.513,nan,12.241,4.086,0.976,0.557,nan,0.971,0.939,nan
SSB-E2,2,2025-05-17 14:30:00,20029.534,12.287,12.464,3.005,412.567,416.715,416.371,239.445,239.250,241.303,1.842,2.758,2.902,3.069,0.944,0.966,-0.898,nan
MSB-1,57,2025-05-17 15:00:00,14428429.200,1.458,1.548,1.432,412.620,414.160,415.460,240.160,239.260,241.380,1.026,0.337,0.360,0.330,0.961,0.972,0.954,0.963
SSB-G,1,2025-05-17 15:00:00,8812.741,11.170,9.457,1.671,410.180,411.588,411.659,236.826,236.610,238.729,5.004,2.526,2.132,0.346,0.955,0.953,0.867,nan
SSB-E2A,3,2025-05-17 15:00:00,31312.502,18.125,4.665,2.496,408.913,410.622,411.209,236.849,236.791,nan,12.305,4.166,0.995,0.547,0.972,0.978,0.933,nan
SSB-E2,2,2025-05-17 15:00:00,20034.192,12.475,12.563,16.887,407.582,412.070,411.589,236.513,236.486,238.465,9.371,2.774,2.917,3.679,0.937,0.966,-0.944,nan
SSB-2,1,2025-05-17 15:00:00,2748.866,10.912,5.162,4.005,408.933,408.596,412.087,236.340,235.806,239.079,4.510,2.516,1.205,0.789,0.976,0.989,-0.824,nan
SSB-2,1,2025-05-17 15:30:00,2751.010,3.460,4.899,3.895,420.424,419.072,423.919,243.152,241.943,245.330,2.772,0.773,1.173,0.826,-0.919,0.990,-0.865,nan
DB-E6,3,2025-05-17 15:30:00,7520.386,2.699,1.204,1.214,417.768,420.113,423.458,242.363,241.645,244.245,0.525,0.363,0.111,0.064,-0.555,-0.357,-0.215,nan
SSB-5,1,2025-05-17 15:30:00,13016.201,0.039,0.022,1.412,418.012,419.565,422.988,241.968,241.330,244.357,0.014,0.031,0.004,0.001,-0.641,0.745,0.710,nan
SSB-E5,2,2025-05-17 15:30:00,1611.181,1.513,0.700,0.738,418.169,419.921,423.570,242.630,241.703,244.116,0.559,0.048,0.078,0.169,-0.814,-0.460,-0.645,nan
SSB-G,1,2025-05-17 15:30:00,8813.796,3.098,3.373,1.625,421.122,422.477,421.818,243.611,242.742,244.966,1.795,0.720,0.731,0.343,0.954,0.893,0.863,nan
SSB-EG,2,2025-05-17 15:30:00,34546.472,3.985,nan,0.311,420.036,nan,424.515,nan,242.631,nan,1.891,nan,0.905,nan,-0.961,nan,0.613,nan
MSB-1,57,2025-05-17 15:30:00,14428541.200,1.343,1.371,1.241,415.220,416.760,418.560,241.640,240.740,243.040,0.924,0.312,0.322,0.290,0.962,0.976,0.960,0.966
DB-6,4,2025-05-17 15:30:00,498.099,0.813,0.000,1.282,417.191,419.838,423.192,241.810,241.284,244.524,0.353,0.181,0.000,0.172,0.920,0.000,0.549,nan
SSB-2,1,2025-05-17 16:00:00,2753.200,15.984,9.011,8.627,417.424,416.462,420.818,241.069,240.332,244.084,5.824,3.099,1.428,1.298,0.954,0.925,-0.850,nan
MSB-1,57,2025-05-17 16:00:00,14428646.800,1.246,1.263,1.072,415.280,416.800,418.660,241.660,240.900,243.040,0.834,0.290,0.296,0.248,0.962,0.974,0.950,0.963
SSB-EG,2,2025-05-17 16:00:00,1505.324,14.287,nan,0.185,417.069,nan,422.049,nan,241.085,nan,2.392,nan,0.898,nan,-0.985,0.923,nan,nan
SSB-G,1,2025-05-17 16:00:00,8814.708,4.075,3.635,1.647,418.176,419.623,419.369,241.996,241.150,243.689,2.000,0.877,0.777,0.346,0.890,0.886,0.862,nan
DB-6,4,2025-05-17 16:00:00,498.273,0.813,0.000,1.268,416.716,419.563,422.940,241.469,241.233,244.337,0.352,0.181,0.000,0.171,0.921,0.000,0.553,nan
DB-E6,3,2025-05-17 16:00:00,7520.654,2.526,3.009,1.193,417.359,419.817,423.226,242.048,241.523,244.142,0.915,0.348,0.508,0.059,-0.570,0.698,-0.203,nan
SSB-E5,2,2025-05-17 16:00:00,1611.472,1.923,0.509,1.117,417.537,419.690,423.504,242.287,241.618,244.313,0.579,0.356,0.081,0.118,0.767,-0.586,-0.401,nan
SSB-5,1,2025-05-17 16:00:00,13016.528,1.520,0.022,0.008,417.883,419.715,421.025,241.692,241.425,244.457,0.679,0.019,0.004,0.292,-0.510,0.740,0.773,nan
SSB-E2A,3,2025-05-17 16:00:00,31324.788,16.700,4.613,1.885,417.295,418.650,419.251,241.908,241.227,243.292,12.470,0.810,0.992,nan,0.967,0.975,-0.857,nan
SSB-E2,2,2025-05-17 16:00:00,20043.430,11.807,12.339,16.898,416.841,420.272,419.994,241.687,240.997,243.484,1.812,2.729,2.904,3.689,0.939,0.965,-0.924,nan
SSB-3,5,2025-05-17 16:30:00,10385.017,7.404,4.310,3.191,415.027,416.949,418.915,240.414,239.839,243.067,2.860,1.396,0.854,0.610,-0.784,-0.826,0.786,nan
SSB-2A,4,2025-05-17 16:30:00,304441.952,40.580,23.955,23.505,415.161,416.635,418.779,240.879,239.295,243.046,14.572,4.693,18.929,9.594,0.923,0.873,-0.989,nan
SSB-2,1,2025-05-17 16:30:00,2755.650,11.152,5.051,3.493,415.542,414.361,418.989,240.214,239.415,243.201,4.510,2.607,1.190,0.713,0.973,0.984,-0.839,nan
SSB-5,1,2025-05-17 16:30:00,13016.952,2.612,1.433,0.008,416.825,419.920,423.061,241.650,241.341,244.542,0.014,0.008,0.199,0.001,0.916,0.574,-0.847,nan
SSB-E2,2,2025-05-17 16:30:00,20048.002,12.482,3.030,14.221,414.130,417.648,418.161,240.723,239.927,242.431,1.964,2.867,2.916,3.046,0.942,0.967,0.883,nan
SSB-E5,2,2025-05-17 16:30:00,7171.859,1.319,0.590,0.903,418.073,420.344,422.834,242.465,241.664,244.283,0.570,0.146,0.079,0.106,0.745,0.521,-0.392,nan
SSB-E2A,3,2025-05-17 16:30:00,31330.978,14.399,4.561,1.930,415.908,416.886,418.790,241.033,239.777,242.375,11.903,3.408,0.976,0.412,0.980,0.978,-0.870,nan
DB-6,4,2025-05-17 16:30:00,498.450,0.812,0.000,1.278,417.001,419.655,423.173,241.677,241.259,244.455,0.352,0.181,0.000,0.172,0.920,0.000,0.565,nan
MSB-1,57,2025-05-17 16:30:00,14428724.900,0.925,0.887,0.730,415.320,417.240,418.800,241.680,241.020,243.040,0.603,0.220,0.211,0.173,0.982,0.986,0.971,0.981
SSB-2-1,9,2025-05-17 16:30:00,342727.584,0.000,0.000,0.000,414.258,415.652,418.666,240.193,239.218,241.490,0.000,0.000,0.000,0.000,0.000,0.000,0.000,nan
DB-E6,3,2025-05-17 16:30:00,7521.011,2.960,3.063,1.215,417.510,419.875,423.536,242.222,241.525,244.267,0.969,0.392,0.516,0.060,-0.548,0.698,-0.202,nan
SSB-2A-1,10,2025-05-17 16:30:00,427632.416,14.484,14.204,14.303,413.748,415.415,418.303,239.853,238.982,241.417,9.180,3.106,3.013,3.061,-0.894,-0.888,-0.886,nan
SSB-E2,2,2025-05-17 17:00:00,6797.532,13.160,12.580,14.668,413.826,416.783,416.720,239.788,239.070,241.435,8.900,0.606,2.903,3.746,0.941,-0.950,0.911,nan
SSB-G,1,2025-05-17 17:00:00,8816.609,4.998,2.135,1.673,414.602,416.371,416.114,240.137,239.261,241.635,1.946,1.110,0.487,0.349,0.925,-0.953,0.863,nan
SSB-2,1,2025-05-17 17:00:00,2757.962,11.227,5.069,3.371,414.178,413.139,417.817,239.423,238.857,241.935,4.540,2.624,1.199,0.717,0.976,0.990,-0.878,nan
MSB-1,57,2025-05-17 17:00:00,14428782.100,0.730,0.662,0.531,415.020,417.440,419.260,241.560,241.060,243.460,0.459,0.175,0.157,0.127,-0.989,-0.983,-0.985,-0.987
MSB-1,57,2025-05-17 17:30:00,14428833.700,0.649,0.614,0.464,415.920,418.200,420.160,242.120,241.480,244.080,0.412,0.155,0.146,0.111,-0.989,-0.985,-0.979,-0.985
SSB-EG,2,2025-05-17 17:30:00,34559.196,nan,nan,nan,415.720,nan,nan,nan,nan,nan,nan,nan,nan,0.678,nan,nan,nan,nan
SSB-G,1,2025-05-17 17:30:00,8817.563,2.944,2.087,1.660,416.695,417.548,417.806,241.320,240.153,242.699,1.511,0.688,0.477,0.346,0.967,-0.951,0.860,nan
SSB-E2A,3,2025-05-17 17:30:00,31342.862,13.346,4.539,2.035,nan,417.289,417.795,241.295,240.235,242.507,12.472,3.194,0.969,0.427,0.980,0.983,-0.860,nan
SSB-E2,2,2025-05-17 17:30:00,20057.160,13.082,2.959,17.693,414.527,418.227,418.153,241.064,239.986,242.514,9.857,2.987,0.691,3.926,0.948,0.963,0.910,nan
SSB-2,1,2025-05-17 17:30:00,2760.370,11.332,4.969,4.258,416.255,414.671,419.604,240.314,239.657,243.067,4.741,2.653,1.175,0.914,0.974,0.987,-0.901,nan
SSB-E2,2,2025-05-17 18:00:00,20061.914,12.946,12.101,2.426,416.612,419.886,420.154,241.596,240.369,243.462,8.852,2.860,2.852,0.560,-0.901,0.980,0.892,nan
SSB-2,1,2025-05-17 18:00:00,2762.812,11.142,5.460,3.847,417.430,416.860,421.795,241.037,240.337,243.963,4.745,2.618,1.284,0.844,0.975,0.979,-0.899,nan
SSB-E2A,3,2025-05-17 18:00:00,31348.884,13.052,21.492,2.087,417.844,418.513,419.527,241.959,241.278,243.449,11.710,3.137,0.986,0.441,0.971,0.979,0.927,nan
SSB-2A,4,2025-05-17 18:00:00,304499.360,39.612,19.764,18.647,416.672,418.487,420.734,241.854,240.090,244.138,13.769,5.476,19.223,9.766,0.968,0.900,-0.979,nan
SSB-5,1,2025-05-17 18:00:00,13018.179,1.726,1.441,1.418,420.105,422.805,424.823,243.781,243.327,246.193,0.024,0.207,0.202,0.002,0.981,0.576,0.752,nan
SSB-3,5,2025-05-17 18:00:00,10389.803,9.613,4.606,3.714,417.443,418.769,420.746,241.528,240.922,244.068,3.556,1.922,0.944,0.689,-0.828,-0.851,0.760,nan
SSB-EG,2,2025-05-17 18:00:00,34562.644,nan,8.653,nan,417.248,418.809,nan,241.509,nan,244.174,6.102,nan,2.035,0.671,nan,0.976,0.988,nan
MSB-1,57,2025-05-17 18:00:00,14428876.300,0.540,0.496,0.398,416.460,419.020,420.720,242.500,241.900,244.400,0.343,0.130,0.118,0.094,-0.993,-0.987,-0.971,-0.986
SSB-2-1,9,2025-05-17 18:00:00,342727.584,0.000,0.000,0.000,420.517,422.035,425.132,243.952,242.800,245.173,0.000,0.000,0.000,0.000,0.000,0.000,0.000,nan
SSB-2A-1,10,2025-05-17 18:00:00,427647.904,13.152,12.702,13.169,420.169,421.924,424.944,243.724,242.630,245.193,7.247,2.474,2.350,2.423,-0.772,-0.762,-0.751,nan
SSB-G,1,2025-05-17 18:00:00,8818.352,3.107,2.203,1.658,418.072,419.023,419.986,241.931,241.094,243.575,1.563,0.718,0.497,0.348,0.955,-0.935,0.862,nan
SSB-2,1,2025-05-17 18:30:00,2764.873,9.407,3.497,3.038,420.973,420.581,424.261,243.107,242.824,245.467,3.626,2.183,0.822,0.621,0.954,0.968,-0.833,nan
SSB-5,1,2025-05-17 18:30:00,13018.486,1.749,1.441,0.009,420.708,423.286,424.974,244.262,243.172,246.372,0.024,0.235,0.203,0.002,0.981,0.578,-0.838,nan
SSB-E5,2,2025-05-17 18:30:00,7172.611,1.149,0.741,1.807,421.502,423.652,425.651,244.017,243.586,246.380,0.707,0.332,0.083,0.144,0.728,0.541,-0.669,nan
DB-E6,3,2025-05-17 18:30:00,7522.253,2.882,1.187,1.229,421.243,423.391,426.890,244.313,243.656,246.165,0.562,0.402,0.094,0.066,-0.558,-0.337,-0.217,nan
SSB-E2,2,2025-05-17 18:30:00,6800.228,5.812,5.641,13.049,419.013,423.509,422.688,243.638,243.052,245.159,5.328,1.338,0.785,2.691,0.940,0.950,0.841,nan
SSB-G,1,2025-05-17 18:30:00,8819.142,3.783,2.197,1.646,421.670,423.205,422.655,243.910,243.179,245.329,1.654,0.795,0.511,0.348,0.861,-0.956,0.863,nan
MSB-1,57,2025-05-17 18:30:00,14428909.300,0.428,0.353,0.219,417.720,420.080,422.440,243.400,242.500,245.240,0.234,0.103,0.084,0.047,-0.989,-0.983,-0.892,-0.965
DB-6,4,2025-05-17 18:30:00,499.156,0.813,0.000,1.264,420.702,422.977,426.731,243.960,243.160,246.378,0.353,0.182,0.000,0.172,0.915,0.000,0.552,nan
MSB-1,57,2025-05-17 19:00:00,14428936.200,0.428,0.343,0.209,418.380,421.080,422.680,243.520,243.100,245.560,0.231,0.103,0.082,0.046,-0.986,-0.985,-0.890,-0.968
DB-M,3,2025-05-17 19:00:00,230.502,nan,nan,nan,nan,nan,422.984,nan,241.285,nan,nan,nan,0.253,nan,nan,-0.778,nan,nan
SSB-EG,2,2025-05-17 19:00:00,34569.396,nan,13.913,nan,418.252,nan,422.941,nan,241.261,nan,9.693,nan,2.968,2.160,-0.985,nan,0.973,nan
SSB-G,1,2025-05-17 19:00:00,8819.987,3.942,2.207,1.674,419.412,421.161,420.373,242.948,241.672,244.270,1.688,0.827,0.510,0.351,0.863,-0.956,0.859,nan
SSB-E2A,3,2025-05-17 19:00:00,31358.606,13.394,19.935,0.329,418.487,420.013,420.342,242.913,241.673,244.064,9.543,3.211,0.944,0.069,0.954,0.973,0.933,nan
SSB-E2,2,2025-05-17 19:00:00,20067.312,3.745,5.765,1.578,417.717,420.855,421.578,242.809,241.487,244.484,4.150,0.749,1.342,2.059,-0.826,0.950,0.877,nan
SSB-2,1,2025-05-17 19:00:00,2766.732,9.506,3.396,3.284,418.892,418.066,422.247,242.186,241.019,244.408,3.728,2.215,0.796,0.717,0.962,0.972,-0.893,nan
SSB-G,1,2025-05-17 19:30:00,8821.158,4.052,2.095,1.662,413.285,414.958,414.731,239.145,238.489,240.819,1.691,0.868,0.476,0.347,0.896,-0.953,0.866,nan
MSB-1,57,2025-05-17 19:30:00,14428964.300,0.359,0.334,0.206,421.040,423.020,425.360,245.100,244.240,246.760,0.212,0.086,0.080,0.045,-0.981,-0.981,-0.882,-0.960
DB-M,3,2025-05-17 19:30:00,231.036,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
SSB-2,1,2025-05-17 19:30:00,2769.023,11.265,5.189,3.654,413.441,411.405,415.947,238.602,237.889,241.024,4.624,2.627,1.221,0.776,0.978,0.989,-0.881,nan
SSB-5,1,2025-05-17 20:00:00,129.466,0.031,1.441,0.007,421.631,424.532,426.183,244.624,244.229,247.363,0.017,0.224,0.202,0.001,0.915,0.576,0.716,nan
SSB-2,1,2025-05-17 20:00:00,2771.515,13.979,5.373,3.768,410.476,409.809,414.092,237.188,236.532,239.878,4.798,2.726,1.257,0.814,0.978,0.989,-0.884,nan
SSB-E5,2,2025-05-17 20:00:00,7173.134,1.945,0.412,1.368,422.830,425.094,428.146,245.356,244.307,247.251,1.130,0.060,0.910,0.160,0.696,-0.593,-0.473,nan
DB-E6,3,2025-05-17 20:00:00,7523.245,2.828,1.271,1.202,422.430,424.875,428.837,245.110,244.409,247.281,0.558,0.377,0.114,0.066,-0.544,-0.368,-0.223,nan
DB-6,4,2025-05-17 20:00:00,499.686,0.812,0.000,1.243,421.747,424.574,428.539,244.475,244.106,247.489,0.354,0.181,0.000,0.172,0.914,0.000,0.560,nan
SSB-G,1,2025-05-17 20:00:00,8821.989,3.892,2.092,1.674,410.849,411.925,412.418,237.825,237.177,239.460,1.643,0.824,0.473,0.346,0.890,-0.953,0.864,nan
SSB-EG,2,2025-05-17 20:00:00,34576.612,nan,8.648,nan,nan,nan,414.935,nan,236.780,nan,nan,3.144,nan,0.640,nan,nan,nan,nan
MSB-1,57,2025-05-17 20:00:00,14428990.400,0.358,0.347,0.209,417.880,419.800,421.760,243.180,242.500,244.820,0.214,0.085,0.083,0.046,-0.973,-0.986,-0.904,-0.963
SSB-2,1,2025-05-17 20:30:00,2774.005,11.204,5.258,3.591,419.892,419.042,422.785,242.362,241.712,245.095,4.655,2.632,1.254,0.785,0.969,0.987,-0.867,nan
SSB-E2,2,2025-05-17 20:30:00,20079.516,12.276,3.183,14.096,417.593,421.669,422.305,242.829,242.025,244.622,8.709,0.674,2.907,3.008,0.938,0.961,0.873,nan
SSB-E2A,3,2025-05-17 20:30:00,31375.972,13.215,4.876,1.914,419.267,420.828,422.386,243.094,241.824,244.375,2.023,0.552,5.486,3.380,0.921,0.907,0.931,nan
SSB-5,1,2025-05-17 20:30:00,129.474,1.720,1.433,1.406,421.023,424.018,428.039,244.314,244.043,247.388,0.023,0.017,0.005,0.295,0.982,0.786,-0.849,nan
SSB-E5,2,2025-05-17 20:30:00,7173.286,1.105,1.440,1.854,420.711,424.433,427.115,244.450,243.953,247.234,0.446,0.049,0.060,0.319,-0.195,0.764,-0.440,nan
DB-E6,3,2025-05-17 20:30:00,7523.529,0.845,1.120,1.199,421.750,424.391,428.368,244.771,244.094,246.991,0.266,0.110,0.093,0.062,-0.531,-0.342,-0.210,nan
DB-6,4,2025-05-17 20:30:00,499.863,0.812,0.000,1.233,421.021,424.099,428.096,244.059,243.807,247.255,0.354,0.181,0.000,0.172,0.915,0.000,0.565,nan
SSB-G,1,2025-05-17 20:30:00,8822.784,3.946,2.102,1.654,419.627,421.488,421.282,243.041,242.229,244.734,1.673,0.843,0.482,0.349,0.879,-0.947,0.861,nan
SSB-EG,2,2025-05-17 20:30:00,34579.740,0.000,17.761,nan,418.906,420.797,nan,242.693,241.748,245.224,nan,3.280,4.152,nan,-0.983,0.969,nan,nan
MSB-1,57,2025-05-17 20:30:00,14429014.400,0.385,0.339,0.215,418.620,420.560,423.060,243.900,242.880,245.460,0.221,0.093,0.081,0.047,-0.988,-0.987,-0.899,-0.968
SSB-2,1,2025-05-17 21:00:00,2776.674,11.375,5.220,3.339,420.284,419.786,423.819,242.810,242.010,245.627,4.661,2.688,1.252,0.722,0.973,0.991,-0.880,nan
SSB-E2,2,2025-05-17 21:00:00,20083.946,12.126,12.338,2.549,419.656,423.139,422.535,243.263,242.625,245.003,8.749,2.735,2.900,3.115,0.937,-0.969,0.887,nan
SSB-E2A,3,2025-05-17 21:00:00,31382.206,13.426,21.731,15.248,419.918,422.165,423.267,243.161,242.382,244.879,11.818,0.815,1.063,3.476,0.974,0.975,0.925,nan
SSB-5,1,2025-05-17 21:00:00,129.484,0.031,1.425,1.397,421.521,424.308,426.012,244.535,244.191,247.459,0.527,0.007,0.005,0.292,-0.647,0.789,0.731,nan
SSB-E5,2,2025-05-17 21:00:00,7173.446,1.966,0.428,1.188,423.015,425.146,428.807,244.596,244.493,247.347,0.712,0.330,0.081,0.319,0.686,-0.482,-0.695,nan
DB-E6,3,2025-05-17 21:00:00,7523.851,2.681,1.163,1.202,422.307,424.727,428.633,245.012,244.379,247.134,0.512,0.354,0.093,0.065,-0.538,-0.327,-0.219,nan
DB-6,4,2025-05-17 21:00:00,500.040,0.812,0.000,1.232,421.549,424.369,428.292,244.357,243.968,247.369,0.354,0.181,0.000,0.173,0.915,0.000,0.567,nan
SSB-G,1,2025-05-17 21:00:00,8823.618,2.971,2.080,1.648,420.874,422.633,422.309,243.623,242.814,245.167,1.517,0.689,0.480,0.348,0.951,-0.951,0.862,nan
MSB-1,57,2025-05-17 21:00:00,14429040.200,0.365,0.329,0.206,419.440,421.560,423.440,244.140,243.500,245.840,0.210,0.087,0.078,0.045,-0.978,-0.979,-0.881,-0.958
MSB-1,57,2025-05-17 21:30:00,14429065.800,0.392,0.336,0.206,419.720,422.280,423.860,244.400,243.720,246.260,0.220,0.094,0.081,0.045,-0.984,-0.985,-0.889,-0.964
SSB-EG,2,2025-05-17 21:30:00,34586.188,13.828,7.104,2.933,nan,423.164,nan,244.054,nan,246.162,nan,3.317,1.721,nan,-0.983,nan,0.986,nan
SSB-G,1,2025-05-17 21:30:00,8824.418,5.046,2.053,1.764,422.074,424.349,423.503,244.265,243.485,245.802,1.992,1.140,0.475,0.377,0.925,-0.951,0.870,nan
DB-6,4,2025-05-17 21:30:00,500.217,0.812,0.000,1.230,421.820,424.915,428.885,244.544,244.196,247.767,0.354,0.181,0.000,0.173,0.912,0.000,0.567,nan
DB-E6,3,2025-05-17 21:30:00,7524.188,0.784,3.086,1.200,422.459,425.199,429.168,245.161,244.512,247.520,0.691,0.105,0.528,0.058,-0.547,0.700,-0.195,nan
SSB-E5,2,2025-05-17 21:30:00,1615.187,1.121,0.412,1.132,423.096,425.466,429.499,245.468,244.432,247.705,0.699,0.061,0.911,0.121,-0.220,-0.985,-0.431,nan
SSB-5,1,2025-05-17 21:30:00,13020.434,1.463,1.431,1.404,421.722,424.653,427.026,244.755,244.308,247.637,0.013,0.192,0.202,0.295,-0.508,0.788,0.737,nan
SSB-2,1,2025-05-17 21:30:00,2778.949,3.418,5.348,3.321,421.408,420.478,425.007,243.910,242.810,246.028,2.739,0.758,1.274,0.707,-0.909,0.981,-0.865,nan
SSB-2A,4,2025-05-17 22:00:00,304647.712,38.975,23.812,23.450,421.587,423.882,425.539,244.703,243.206,246.716,14.496,4.672,18.617,9.940,0.912,0.860,-0.977,nan
SSB-E2,2,2025-05-17 22:00:00,20092.938,2.806,12.413,14.456,420.670,425.425,424.668,244.279,243.940,246.092,9.317,3.251,2.935,3.130,-0.959,0.958,0.880,nan
SSB-E2A,3,2025-05-17 22:00:00,31394.038,15.211,4.880,2.063,422.550,424.160,423.995,244.649,244.193,246.077,12.116,3.645,1.085,0.453,nan,0.970,0.920,nan
SSB-2,1,2025-05-17 22:00:00,2780.918,3.522,5.348,3.275,423.053,421.440,426.032,244.516,243.366,246.458,2.752,0.778,1.290,0.684,-0.903,0.991,-0.847,nan
SSB-3,5,2025-05-17 22:00:00,10400.205,7.238,3.820,3.201,421.787,424.088,425.435,244.640,243.493,246.605,2.791,1.422,0.752,0.618,-0.787,-0.808,0.782,nan
MSB-1,57,2025-05-17 22:00:00,14429090.500,0.340,0.337,0.208,420.380,421.980,424.080,244.680,243.880,246.100,0.207,0.081,0.080,0.045,-0.977,-0.979,-0.880,-0.957
SSB-2-1,9,2025-05-17 22:00:00,342727.584,0.000,0.000,0.000,423.101,424.790,427.721,245.515,244.285,246.702,0.000,0.000,0.000,0.000,0.000,0.000,0.000,nan
SSB-G,1,2025-05-17 22:00:00,8825.440,5.021,2.266,1.720,422.682,424.602,424.319,244.686,244.091,246.312,2.042,1.141,0.530,0.371,0.929,-0.958,0.875,nan
SSB-2A-1,10,2025-05-17 22:00:00,427681.024,12.630,11.838,12.492,422.720,424.564,427.452,245.255,244.098,246.638,7.788,2.690,2.475,2.622,-0.869,-0.859,-0.863,nan
SSB-2,1,2025-05-17 22:30:00,2782.959,3.427,5.319,3.642,422.123,421.419,426.297,244.260,243.430,246.266,2.815,0.764,1.274,0.776,-0.913,0.984,-0.866,nan
MSB-1,57,2025-05-17 22:30:00,14429115.100,0.370,0.334,0.205,420.860,422.600,424.960,245.100,244.200,246.540,0.215,0.089,0.081,0.046,-0.977,-0.985,-0.902,-0.964
DB-6,4,2025-05-17 22:30:00,500.625,0.811,0.000,1.228,420.329,423.084,426.870,243.769,243.105,246.548,0.353,0.181,0.000,0.172,0.913,0.000,0.568,nan
DB-E6,3,2025-05-17 22:30:00,7524.889,2.676,1.137,1.196,420.728,423.445,427.200,244.086,243.604,246.356,0.532,0.370,0.096,0.066,-0.576,-0.348,-0.222,nan
SSB-E5,2,2025-05-17 22:30:00,7173.927,1.934,0.395,1.179,419.998,423.623,426.678,244.516,243.808,246.509,0.797,0.059,0.077,0.329,-0.225,-0.615,-0.694,nan
SSB-5,1,2025-05-17 22:30:00,129.511,0.031,1.426,1.402,421.198,423.219,427.102,243.645,243.476,246.871,0.013,0.007,0.201,0.293,-0.523,0.578,0.750,nan
SSB-2,1,2025-05-17 23:00:00,2784.973,3.342,5.598,3.856,419.201,418.567,422.666,242.441,241.095,244.633,2.919,0.734,1.333,0.852,-0.906,0.988,-0.903,nan
SSB-G,1,2025-05-17 23:00:00,8827.502,3.991,2.280,2.239,419.278,421.571,421.089,242.624,241.954,244.377,1.988,0.952,0.529,0.506,0.984,-0.960,-0.925,nan
SSB-EG,2,2025-05-17 23:00:00,34597.100,nan,nan,nan,nan,420.663,423.562,nan,241.781,244.843,nan,3.267,1.709,nan,-0.983,-0.997,nan,nan
DB-M,3,2025-05-17 23:00:00,18221.050,nan,nan,nan,418.894,nan,nan,242.402,nan,244.722,nan,1.722,nan,1.455,nan,nan,nan,nan
MSB-1,57,2025-05-17 23:00:00,14429139.800,0.347,0.336,0.209,421.600,423.120,425.260,245.320,244.580,246.700,0.210,0.083,0.081,0.046,-0.977,-0.987,-0.897,-0.965
SSB-2,1,2025-05-17 23:30:00,2787.228,10.838,6.117,4.123,421.981,421.778,425.955,243.983,243.488,246.660,4.861,2.534,1.436,0.892,0.958,0.964,-0.892,nan
SSB-E2,2,2025-05-17 23:30:00,20107.350,12.604,12.839,14.840,420.432,425.450,424.807,244.153,243.548,246.279,9.095,2.869,2.995,3.227,0.938,0.968,0.888,nan
SSB-E2A,3,2025-05-17 23:30:00,15080.103,2.372,nan,15.192,421.385,424.547,424.876,244.212,243.445,246.481,1.997,3.649,4.866,0.390,0.922,nan,0.927,nan
SSB-2A,4,2025-05-17 23:30:00,304704.576,38.810,23.503,24.773,421.631,423.980,424.797,244.467,243.195,246.753,14.679,4.558,18.791,9.584,0.908,0.856,-0.980,nan
SSB-3,5,2025-05-17 23:30:00,10404.270,6.694,3.813,2.717,418.883,421.815,423.346,242.509,242.176,245.410,2.591,1.312,0.745,0.535,-0.792,-0.807,0.802,nan
SSB-E5,2,2025-05-17 23:30:00,7174.209,1.114,0.360,1.875,421.735,424.530,428.521,244.236,244.155,247.148,0.266,0.048,0.083,0.134,0.693,-0.609,-0.457,nan
DB-E6,3,2025-05-17 23:30:00,7525.449,2.836,3.188,1.196,422.136,424.862,428.885,245.081,244.273,247.294,1.024,0.397,0.567,0.061,-0.570,0.728,-0.206,nan
SSB-5,1,2025-05-17 23:30:00,13021.669,1.115,1.426,0.008,420.984,424.825,426.353,244.394,243.936,247.464,0.013,0.007,0.202,0.294,0.916,0.787,-0.849,nan
SSB-G,1,2025-05-17 23:30:00,8828.546,4.101,2.251,1.737,421.990,424.679,424.071,244.711,243.872,246.441,1.884,0.980,0.532,0.372,0.976,-0.968,0.869,nan
DB-M,3,2025-05-17 23:30:00,235.858,0.272,nan,nan,420.067,nan,nan,nan,nan,245.255,nan,1.517,nan,1.379,nan,0.978,nan,nan
MSB-1,57,2025-05-17 23:30:00,14429164.600,0.374,0.328,0.206,421.100,423.520,425.220,245.100,244.560,246.940,0.215,0.090,0.079,0.046,-0.982,-0.982,-0.903,-0.965
SSB-2-1,9,2025-05-17 23:30:00,342727.584,0.000,0.000,0.000,416.004,417.781,420.818,241.340,240.301,242.729,0.000,0.000,0.000,0.000,0.000,0.000,0.000,nan
